Liquidada,Descrição,Tipo,Cotações,Valor Apostado ($),Risco ($),Lucro/Perda ($),Status
11-out-21 16:40:20,Catarina x Nic Alvarez Lucas Catarina-Resultado Final | ID Aposta Betfair 1:246987625856 | Feita 11-out-21 14:31:56,A favor,1.57,3.00, -- , -3.00 ,Perdidas
11-out-21 16:03:07,Ni Chappell x Casanova Hernan Casanova-Resultado Final | ID Aposta Betfair 1:246987698151 | Feita 11-out-21 14:32:43,A favor,1.52,3.00, -- , 1.56 ,Ganhas
11-out-21 15:52:16,R Ushijima v K Hui K Hui-Resultado Final | ID Aposta Betfair 1:246987675605 | Feita 11-out-21 14:32:29,A favor,1.65,3.00, -- , 1.95 ,Ganhas
11-out-21 15:51:10,"HFX Wanderers x Pacific Mais de 0,5 gols-Mais/Menos de 0,5 gols | ID Aposta Betfair 1:246988716050 | Feita 11-out-21 14:48:36",A favor,1.25,3.00, -- , 0.75 ,Ganhas
11-out-21 15:05:44,"Defensores de Belgrano (W) x Lanus (F) Mais de 2,5 gols-Mais/Menos de 2,5 gols | ID Aposta Betfair 1:246988024812 | Feita 11-out-21 14:37:44",A favor,1.67,3.00, -- , -3.00 ,Perdidas
11-out-21 14:44:14,"Al-Shabbab (BRN) x Al Budaiya Mais de 1,5 gols-Mais/Menos de 1,5 gols | ID Aposta Betfair 1:246981993623 | Feita 11-out-21 13:07:41",A favor,1.42,3.00, -- , -3.00 ,Perdidas
11-out-21 14:30:22,"Costa Do Marfim x Malawi Mais de 2,5 gols-Mais/Menos de 2,5 gols | ID Aposta Betfair 1:246982091567 | Feita 11-out-21 13:08:56",A favor,1.53,3.00, -- , 1.59 ,Ganhas
11-out-21 14:20:50,"Al Jeel x Bisha FC Mais de 0,5 gols-Over/Under 0.5 Goals Unmanaged | ID Aposta Betfair 1:246981706553 | Feita 11-out-21 13:03:30",A favor,1.52,3.00, -- , -3.00 ,Perdidas
11-out-21 13:43:57,"Al-Shabab x Al Sahel Mais de 1,5 gols-Mais/Menos de 1,5 gols | ID Aposta Betfair 1:246982262326 | Feita 11-out-21 13:11:11",A favor,1.74,3.00, -- , -3.00 ,Perdidas
11-out-21 13:31:02,"República Checa Sub20 x Inglaterra Sub20 Mais de 2,5 gols-Mais/Menos de 2,5 gols | ID Aposta Betfair 1:246981863085 | Feita 11-out-21 13:05:57",A favor,2.20,3.00, -- , 3.60 ,Ganhas
11-out-21 12:42:17,"Al Sailiya x Al Khor Mais de 1,5 gols-Mais/Menos de 1,5 gols | ID Aposta Betfair 1:246977537968 | Feita 11-out-21 11:56:46",A favor,1.56,3.00, -- , 1.68 ,Ganhas
11-out-21 11:40:50,"Alemanha Sub20 x Roménia Sub20 Mais de 1,5 gols-Mais/Menos de 1,5 gols | ID Aposta Betfair 1:246972907639 | Feita 11-out-21 10:44:24",A favor,1.52,3.00, -- , 1.56 ,Ganhas
11-out-21 11:12:25,Basic x Martin Andrej Martin-Resultado Final | ID Aposta Betfair 1:246973067356 | Feita 11-out-21 10:46:50,A favor,1.69,3.00, -- , 2.07 ,Ganhas
11-out-21 11:00:17,"Al-Karmel x Balaama Mais de 3,5 gols-Mais/Menos de 3,5 gols | ID Aposta Betfair 1:246972656106 | Feita 11-out-21 10:41:42",A favor,1.60,3.00, -- , 1.80 ,Ganhas
11-out-21 10:57:57,"Kalteng Putra FC x Persewar Waropen Mais de 0,5 gols-Gols no 1.º Tempo 0.5 | ID Aposta Betfair 1:246973018790 | Feita 11-out-21 10:46:06",A favor,1.93,3.00, -- , 2.79 ,Ganhas
11-out-21 10:51:44,"Gabon x Angola Mais de 0,5 gols-Gols no 1.º Tempo 0.5 | ID Aposta Betfair 1:246972841090 | Feita 11-out-21 10:43:55",A favor,6.20,3.00, -- , -3.00 ,Perdidas
11-out-21 10:50:27,"Moçambique  x Camarões Mais de 0,5 gols-Gols no 1.º Tempo 0.5 | ID Aposta Betfair 1:246972710479 | Feita 11-out-21 10:42:24",A favor,6.20,3.00, -- , -3.00 ,Perdidas
11-out-21 10:48:16,"Reading U23 x Norwich U23 Menos de 4,5 gols-Mais/Menos de 4,5 gols | ID Aposta Betfair 1:246966354568 | Feita 11-out-21 09:04:29",A favor,1.51,3.00, -- , -3.00 ,Perdidas
11-out-21 10:48:01,"FK Loznica x Zeleznicar Pancevo Mais de 1,5 gols-Gols no 1.º Tempo 1.5 | ID Aposta Betfair 1:246972776373 | Feita 11-out-21 10:43:04",A favor,6.38,3.00, -- , -3.00 ,Perdidas
11-out-21 06:51:41,"Minnesota Utd x Colorado Mais de 3,5 gols-Mais/Menos de 3,5 gols | ID Aposta Betfair 1:246931224429 | Feita 10-out-21 17:16:52",A favor,1.92,3.00, -- , 2.76 ,Ganhas
11-out-21 06:51:41,"Minnesota Utd x Colorado Menos de 3,5 gols-Mais/Menos de 3,5 gols | ID Aposta Betfair 1:246933312596 | Feita 10-out-21 17:52:06",A favor,1.40,4.11, -- , -4.11 ,Perdidas
11-out-21 06:51:40,Minnesota Utd x Colorado Minnesota Utd-Resultado Final | ID Aposta Betfair 1:246933643063 | Feita 10-out-21 17:59:46,A favor,1.51,3.00, -- , -3.00 ,Perdidas
11-out-21 02:49:41,Le Fernandez x Pavlyuchenkova Anastasia Pavlyuchenkova-Resultado Final | ID Aposta Betfair 1:246949937497 | Feita 11-out-21 01:44:09,A favor,1.40,3.00, -- , -3.00 ,Perdidas
11-out-21 02:02:01,Le Fernandez x Pavlyuchenkova Leylah Fernandez-Set 2 Vencedor | ID Aposta Betfair 1:246949995925 | Feita 11-out-21 01:46:07,A favor,1.51,3.00, -- , 1.53 ,Ganhas
11-out-21 01:38:47,Buffalo Bills @ Kansas City Chiefs Buffalo Bills-Vencedor | ID Aposta Betfair 1:246944646703 | Feita 10-out-21 22:27:12,A favor,1.57,3.00, -- , 1.71 ,Ganhas
11-out-21 01:26:39,Phoenix Suns @ Los Angeles Lakers Phoenix Suns-Vencedor | ID Aposta Betfair 1:246847484354 | Feita 10-out-21 00:21:46,A favor,1.69,3.00, -- , 2.07 ,Ganhas
11-out-21 00:22:40,Kvitova x Azarenka Victoria Azarenka-Resultado Final | ID Aposta Betfair 1:246946345056 | Feita 10-out-21 23:28:32,A favor,1.53,3.00, -- , 1.59 ,Ganhas
11-out-21 00:05:08,Union De Santa Fe v Club Atletico Obras Sanitarias Union de Santa Fe-Vencedor | ID Aposta Betfair 1:246946407562 | Feita 10-out-21 23:30:48,A favor,1.67,3.00, -- , -3.00 ,Perdidas
10-out-21 23:49:27,Khachanov x Emil Ruusuvuori Karen Khachanov-Resultado Final | ID Aposta Betfair 1:246944617220 | Feita 10-out-21 22:26:18,A favor,1.40,3.00, -- , 1.20 ,Ganhas
10-out-21 23:02:13,"Chile x Paraguai Mais de 0,5 gols-Mais/Menos de 0,5 gols | ID Aposta Betfair 1:246944437243 | Feita 10-out-21 22:20:01",A favor,1.70,3.00, -- , 2.10 ,Ganhas
10-out-21 22:38:01,"Real Madriz x Real Esteli FC Mais de 1,5 gols-Mais/Menos de 1,5 gols | ID Aposta Betfair 1:246944572369 | Feita 10-out-21 22:24:48",A favor,1.70,3.00, -- , 2.10 ,Ganhas
10-out-21 22:30:10,San Antonio Spurs @ Orlando Magic San Antonio Spurs-Vencedor | ID Aposta Betfair 1:246847459097 | Feita 10-out-21 00:21:13,A favor,1.77,3.00, -- , 2.31 ,Ganhas
10-out-21 22:30:10,San Antonio Spurs @ Orlando Magic San Antonio Spurs-Vencedor | ID Aposta Betfair 1:246944379563 | Feita 10-out-21 22:18:09,Contra,1.01,5.20, 0.05 , -0.05 ,Perdidas
10-out-21 20:10:00,Carlos Alcaraz x Murray Andy Murray-Resultado Final | ID Aposta Betfair 1:246933374397 | Feita 10-out-21 17:53:22,A favor,1.96,3.00, -- , 2.88 ,Ganhas
10-out-21 19:11:32,Garin x Escobedo Cristian Garin-Resultado Final | ID Aposta Betfair 1:246933413363 | Feita 10-out-21 17:54:15,A favor,1.41,3.00, -- , 1.23 ,Ganhas
10-out-21 19:03:36,"Venezuela x Equador Mais de 2,5 gols-Mais/Menos de 2,5 gols | ID Aposta Betfair 1:246935011246 | Feita 10-out-21 18:25:31",A favor,1.38,3.00, -- , 1.14 ,Ganhas
10-out-21 18:57:37,"Bolívia x Peru Menos de 2,5 gols-Mais/Menos de 2,5 gols | ID Aposta Betfair 1:246847674632 | Feita 10-out-21 00:26:27",A favor,1.71,3.00, -- , 2.13 ,Ganhas
10-out-21 18:54:18,Cirstea x Svitolina Elina Svitolina-Resultado Final | ID Aposta Betfair 1:246933430215 | Feita 10-out-21 17:54:42,A favor,1.53,3.00, -- , 1.59 ,Ganhas
10-out-21 18:45:18,"Bolívia x Peru Mais de 0,5 gols-Mais/Menos de 0,5 gols | ID Aposta Betfair 1:246933457846 | Feita 10-out-21 17:55:21",A favor,1.38,3.00, -- , 1.14 ,Ganhas
10-out-21 18:07:08,Chicago Sky @ Phoenix Mercury Phoenix Mercury-Vencedor | ID Aposta Betfair 1:246847531172 | Feita 10-out-21 00:23:03,A favor,1.60,3.00, -- , -3.00 ,Perdidas
10-out-21 17:54:51,"Mauritania x Tunísia Mais de 0,5 gols-Mais/Menos de 0,5 gols | ID Aposta Betfair 1:246931015937 | Feita 10-out-21 17:14:03",A favor,1.54,3.00, -- , -3.00 ,Perdidas
10-out-21 17:53:30,"Santos x Grêmio Mais de 0,5 gols-Mais/Menos de 0,5 gols | ID Aposta Betfair 1:246930779222 | Feita 10-out-21 17:10:57",A favor,1.62,3.00, -- , 1.86 ,Ganhas
10-out-21 17:25:29,"Espanha x França Mais de 2,5 gols-Mais/Menos de 2,5 gols | ID Aposta Betfair 1:246930732684 | Feita 10-out-21 17:10:16",A favor,2.06,3.00, -- , 3.18 ,Ganhas
10-out-21 14:56:40,"Cape Verde x Liberia Mais de 1,5 gols-Mais/Menos de 1,5 gols | ID Aposta Betfair 1:246914823467 | Feita 10-out-21 13:26:44",A favor,1.70,3.00, -- , -3.00 ,Perdidas
10-out-21 14:46:45,"Bucaspor x Ankara Demirspor Mais de 1,5 gols-Mais/Menos de 1,5 gols | ID Aposta Betfair 1:246915023496 | Feita 10-out-21 13:28:52",A favor,1.88,3.00, -- , 2.64 ,Ganhas
10-out-21 14:45:06,"Zâmbia x Equatorial Guinea Mais de 1,5 gols-Mais/Menos de 1,5 gols | ID Aposta Betfair 1:246914747046 | Feita 10-out-21 13:25:59",A favor,1.79,3.00, -- , 2.37 ,Ganhas
10-out-21 13:51:03,"Sud America x Liverpool Montevideo Mais de 0,5 gols-Mais/Menos de 0,5 gols | ID Aposta Betfair 1:246914425350 | Feita 10-out-21 13:22:47",A favor,1.32,3.00, -- , 0.96 ,Ganhas
10-out-21 13:46:34,"Leixoes x Feirense Mais de 0,5 gols-Mais/Menos de 0,5 gols | ID Aposta Betfair 1:246914361232 | Feita 10-out-21 13:22:05",A favor,1.43,3.00, -- , 1.29 ,Ganhas
10-out-21 13:46:34,"Leixoes x Feirense Mais de 0,5 gols-Mais/Menos de 0,5 gols | ID Aposta Betfair 1:246914884983 | Feita 10-out-21 13:27:21",A favor,1.42,3.00, -- , 1.26 ,Ganhas
10-out-21 13:22:00,CS Dinamo Bucuresti x BC SCM Timisoara BC SCM Timisoara-Vencedor | ID Aposta Betfair 1:246847507908 | Feita 10-out-21 00:22:25,A favor,1.68,3.00, -- , 2.04 ,Ganhas
10-out-21 12:00:29,SYNTAINICS MBC x HAKRO Merlins Crailsheim HAKRO Merlins Crailsheim-Vencedor | ID Aposta Betfair 1:246847552562 | Feita 10-out-21 00:23:33,A favor,1.52,3.00, -- , -3.00 ,Perdidas
10-out-21 01:44:08,Tyson Fury x Deontay Wilder Tyson Fury-Resultado Final | ID Aposta Betfair 1:246847708229 | Feita 10-out-21 00:27:18,A favor,1.43,3.00, -- , 1.29 ,Ganhas
10-out-21 01:32:44,"Phoenix Rising FC x Oakland Roots Menos de 2,5 gols-Mais/Menos de 2,5 gols | ID Aposta Betfair 1:246847952630 | Feita 10-out-21 00:32:47",A favor,2.18,3.00, -- , 3.54 ,Ganhas
10-out-21 01:15:34,Giron x Krajinovic Giron +2.5-Handicap | ID Aposta Betfair 1:246847616808 | Feita 10-out-21 00:24:58,A favor,1.88,3.00, -- , -3.00 ,Perdidas
10-out-21 00:54:09,"San Diego Loyal SC x Sacramento Republic Mais de 2,5 gols-Mais/Menos de 2,5 gols | ID Aposta Betfair 1:246847972662 | Feita 10-out-21 00:33:17",A favor,2.42,3.00, -- , 4.26 ,Ganhas
10-out-21 00:40:36,Kerber x Siniakova Angelique Kerber-Resultado Final | ID Aposta Betfair 1:246847732841 | Feita 10-out-21 00:27:54,A favor,1.88,3.00, -- , 2.64 ,Ganhas
09-out-21 23:58:26,Seattle Sounders x Vancouver Whitecaps 3 - 1-Resultado correto | ID Aposta Betfair 1:246845851037 | Feita 09-out-21 23:44:37,A favor,1.67,3.00, -- , -3.00 ,Perdidas
09-out-21 23:45:03,"Platense FC x CD Motagua Menos de 4,5 gols-Mais/Menos de 4,5 gols | ID Aposta Betfair 1:246845628175 | Feita 09-out-21 23:39:47",A favor,1.55,3.00, -- , -3.00 ,Perdidas
09-out-21 23:07:19,FC Cincinnati x Philadelphia 0 - 2-Resultado correto | ID Aposta Betfair 1:246843167730 | Feita 09-out-21 22:48:12,A favor,1.75,3.00, -- , -3.00 ,Perdidas
09-out-21 22:55:07,Juventude x América-MG 1 - 1-Resultado correto | ID Aposta Betfair 1:246842132107 | Feita 09-out-21 22:30:47,A favor,1.70,3.00, -- , 2.10 ,Ganhas
09-out-21 22:51:34,Palmeiras x Bragantino 2 - 3-Resultado correto | ID Aposta Betfair 1:246842171841 | Feita 09-out-21 22:31:28,A favor,2.18,3.00, -- , -3.00 ,Perdidas
09-out-21 22:02:35,Union Omaha x Greenville Triumph SC 0 - 1-Resultado correto | ID Aposta Betfair 1:246839708602 | Feita 09-out-21 21:46:16,A favor,1.50,3.00, -- , 1.50 ,Ganhas
09-out-21 22:02:35,New Mexico United x Rio Grande Valley FC 1 - 1-Resultado correto | ID Aposta Betfair 1:246839883462 | Feita 09-out-21 21:50:02,A favor,1.30,3.00, -- , 0.90 ,Ganhas
08-out-21 23:30:03,Coritiba x Cruzeiro 0 - 2-Resultado correto | ID Aposta Betfair 1:246704649862 | Feita 08-out-21 22:36:05,A favor,3.75,3.00, -- , -3.00 ,Perdidas
08-out-21 22:54:46,"Coquimbo Unido x Santiago Morning Menos de 2,5 gols-Mais/Menos de 2,5 gols | ID Aposta Betfair 1:246704578766 | Feita 08-out-21 22:34:45",A favor,1.98,3.00, -- , -3.00 ,Perdidas
08-out-21 19:59:52,Jaguares de Cordoba x Deportivo Pasto Jaguares de Cordoba-Resultado Final | ID Aposta Betfair 1:246692805235 | Feita 08-out-21 18:11:31,A favor,2.02,3.00, -- , 3.06 ,Ganhas
08-out-21 19:21:57,Binacional x Sporting Cristal Binacional-Resultado Final | ID Aposta Betfair 1:246692819600 | Feita 08-out-21 18:11:53,A favor,1.86,3.00, -- , -3.00 ,Perdidas
08-out-21 17:38:09,Rússia x Eslováquia Rússia-Resultado Final | ID Aposta Betfair 1:246678027938 | Feita 08-out-21 15:50:35,A favor,1.90,3.00, -- , 2.70 ,Ganhas
08-out-21 17:37:14,República Checa x País de Gales República Checa-Resultado Final | ID Aposta Betfair 1:246678106333 | Feita 08-out-21 15:51:04,A favor,1.79,3.00, -- , -3.00 ,Perdidas
08-out-21 14:26:39,Saudi Arabia U23 x Bahrain U23 Saudi Arabia U23-Resultado Final | ID Aposta Betfair 1:246655728049 | Feita 08-out-21 12:40:08,A favor,1.44,3.00, -- , 1.32 ,Ganhas
08-out-21 14:24:23,Bulgária  Sub21 x Gibraltar  Sub21 Sim-Ambos os times marcam? | ID Aposta Betfair 1:246655650471 | Feita 08-out-21 12:39:26,A favor,2.84,3.00, -- , -3.00 ,Perdidas
08-out-21 14:22:33,TiPS v LPS Tips-Resultado Final | ID Aposta Betfair 1:246655455934 | Feita 08-out-21 12:37:40,A favor,1.54,3.00, -- , -3.00 ,Perdidas
08-out-21 13:00:37,"Bósnia Sub21 x Itália Sub21 Mais de 1,5 gols-Mais/Menos de 1,5 gols | ID Aposta Betfair 1:246655600842 | Feita 08-out-21 12:38:59",A favor,1.43,3.00, -- , 1.29 ,Ganhas
08-out-21 02:54:23,FC Kariya v Veertien Kuwana Veertien Kuwana-Resultado Final | ID Aposta Betfair 1:246605739584 | Feita 07-out-21 23:21:49,A favor,1.60,3.00, -- , -3.00 ,Perdidas
08-out-21 00:31:27,México x Canadá México-Resultado Final | ID Aposta Betfair 1:246606405642 | Feita 07-out-21 23:39:17,A favor,1.87,3.00, -- , -3.00 ,Perdidas
07-out-21 23:54:04,Peru x Chile Peru-Resultado Final | ID Aposta Betfair 1:246605664514 | Feita 07-out-21 23:20:08,A favor,1.41,3.00, -- , 1.23 ,Ganhas
07-out-21 23:03:14,Honduras x Costa Rica Empate -Resultado Final | ID Aposta Betfair 1:246603692746 | Feita 07-out-21 22:35:58,A favor,1.67,3.00, -- , 2.01 ,Ganhas
07-out-21 22:27:44,Venezuela x Brasil Brasil-Resultado Final | ID Aposta Betfair 1:246600725671 | Feita 07-out-21 21:19:39,A favor,3.10,14.84, -- , 31.17 ,Ganhas
07-out-21 22:27:44,Venezuela x Brasil Brasil-Resultado Final | ID Aposta Betfair 1:246602092221 | Feita 07-out-21 21:54:11,Contra,5.40,8.36, 36.78 , -36.78 ,Perdidas
07-out-21 22:27:44,Venezuela x Brasil Brasil-Resultado Final | ID Aposta Betfair 1:246602673233 | Feita 07-out-21 22:10:42,A favor,3.20,3.00, -- , 6.60 ,Ganhas
07-out-21 22:02:05,Venezuela x Brasil Sim-Ambos os times marcam? | ID Aposta Betfair 1:246602278432 | Feita 07-out-21 21:59:47,A favor,1.89,4.00, -- , 3.56 ,Ganhas
07-out-21 22:02:05,Venezuela x Brasil Não-Ambos os times marcam? | ID Aposta Betfair 1:246602296997 | Feita 07-out-21 22:00:16,A favor,2.02,4.00, -- , -4.00 ,Perdidas
07-out-21 19:31:04,K Hance x O Tjandramulia K Hance-Resultado Final | ID Aposta Betfair 1:246593300179 | Feita 07-out-21 17:27:56,A favor,1.55,3.00, -- , -3.00 ,Perdidas
07-out-21 19:02:42,Veraguas (W) v Atletico Chiriqui (W) Atletico Chiriqui (W)-Resultado Final | ID Aposta Betfair 1:246593155319 | Feita 07-out-21 17:24:57,A favor,1.44,3.00, -- , 1.32 ,Ganhas
07-out-21 18:56:45,SD Panama Oeste (W) v CD Universitario (W) CD Universitario (W)-Resultado Final | ID Aposta Betfair 1:246593199597 | Feita 07-out-21 17:25:54,A favor,1.40,3.00, -- , 1.20 ,Ganhas
07-out-21 18:01:28,Jarry x Diaz Acosta Nicolas Jarry-Resultado Final | ID Aposta Betfair 1:246593260657 | Feita 07-out-21 17:27:01,A favor,1.52,3.00, -- , 1.56 ,Ganhas
07-out-21 17:40:32,Bélgica x França Empate -Resultado Final | ID Aposta Betfair 1:246593129700 | Feita 07-out-21 17:24:23,A favor,1.46,3.00, -- , -3.00 ,Perdidas
07-out-21 17:06:13,Tigre (Res) v CA Atlanta (Res) Tigre (Res)-Resultado Final | ID Aposta Betfair 1:246587050221 | Feita 07-out-21 15:56:00,A favor,1.24,3.00, -- , 0.72 ,Ganhas
07-out-21 16:57:25,Escócia Sub21 x Dinamarca Sub21 Dinamarca Sub21-Resultado Final | ID Aposta Betfair 1:246586725516 | Feita 07-out-21 15:52:04,A favor,1.28,3.00, -- , 0.84 ,Ganhas
07-out-21 16:55:57,Ferroviaria DE U20 x Gremio Desportivo Sao-Carlens Ferroviaria DE U20-Resultado Final | ID Aposta Betfair 1:246586886479 | Feita 07-out-21 15:54:06,A favor,1.35,3.00, -- , -3.00 ,Perdidas
07-out-21 16:53:33,Taubate U20 x UM das Cruzes U20 Taubate U20-Resultado Final | ID Aposta Betfair 1:246586995024 | Feita 07-out-21 15:55:23,A favor,1.32,3.00, -- , 0.96 ,Ganhas
07-out-21 16:52:38,Agua Santa U20 x AD Sao Caetano do Sul U20 Agua Santa U20-Resultado Final | ID Aposta Betfair 1:246586930948 | Feita 07-out-21 15:54:41,A favor,1.27,3.00, -- , -3.00 ,Perdidas
07-out-21 16:51:22,Corinthians Sub20 x Ibrachina FC U20 Corinthians Sub20-Resultado Final | ID Aposta Betfair 1:246586833926 | Feita 07-out-21 15:53:26,A favor,1.24,3.00, -- , 0.72 ,Ganhas
